a_len,avg_ctx_len_tokens,best_context_len,best_context_share,content_precision_token,content_term_support_rate,content_unsupported_mass,date_cov,entity_match.by_type.DATE,entity_match.by_type.MONEY,entity_match.by_type.NUMBER,entity_match.by_type.QUANTITY,entity_match.overall,entity_match.unsupported__len,hallucination_risk_score,head_noun_support_rate,inference_likely_bool,inference_score,mean_sentence_precision,min_sentence_precision,money_cov,num_contexts,number_cov,numeric_match,p90_sentence_precision,per_sentence__len,per_sentence__max,per_sentence__mean,per_sentence__min,percent_cov,precision_token,q_len,qa_len_ratio,qr_alignment.answer_covers_question,qr_alignment.cosine_tfidf,quantity_cov,recall_context,supported_entities.by_type.DATE,supported_entities.by_type.MONEY,supported_entities.by_type.NUMBER,supported_entities.by_type.QUANTITY,supported_entities.count,supported_entities.items__len,supported_terms__len,supported_terms_per_sentence__len,supported_topk_impact,unsupported_entity_count,unsupported_entity_mass,unsupported_mass,unsupported_numbers__len,unsupported_numeric_count,unsupported_numeric_rate,unsupported_term_count,unsupported_term_rate,unsupported_terms__len,unsupported_terms_per_sentence__len,unsupported_to_supported_ratio,unsupported_topk_count,unsupported_topk_impact,unsupported_topk_terms__len,y,q,a
2.000000,83.000000,57.000000,0.031200,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,5.000000,0.400000,0.000000,0.000000,0.000000,0.031200,0.000000,1.000000,1.000000,0.000000,2.000000,2.000000,2.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1,"What is the current price of the premium subscription?","$15 per month."
2.000000,85.000000,57.000000,0.027600,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,5.000000,0.400000,0.331300,0.516200,0.000000,0.027600,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,2.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1,"What is the completion rate for the training program?","The completion rate is 75%."
3.000000,85.000000,56.000000,0.031200,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,5.000000,0.600000,0.298500,0.348100,0.000000,0.031200,0.000000,1.000000,1.000000,0.000000,2.000000,2.000000,3.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1,"What was the total investment in R&D for 2023?","Total investment was $1 billion."
2.000000,83.000000,54.000000,0.006600,0.680900,0.750000,0.319100,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.552600,0.000000,1.000000,0.659500,0.447400,0.447400,0.000000,2.000000,1.000000,1.000000,0.447400,1.000000,0.447400,0.447400,0.447400,0.000000,0.447400,5.000000,0.400000,0.351000,0.547200,0.000000,0.014700,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.223100,0.000000,0.000000,0.552600,0.000000,0.000000,0.000000,1.000000,0.500000,1.000000,1.000000,1.235200,1.000000,1.510800,1.000000,1,"What is the discount rate for early payment?","The discount rate is 5%."
5.000000,83.000000,57.000000,0.048900,0.797700,0.833300,0.202300,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.216500,0.500000,0.000000,0.000000,0.783500,0.783500,0.000000,2.000000,1.000000,1.000000,0.783500,1.000000,0.783500,0.783500,0.783500,0.000000,0.783500,5.000000,1.000000,0.557600,0.520300,1.000000,0.062400,0.000000,0.000000,1.000000,1.000000,2.000000,2.000000,4.000000,1.000000,1.510800,0.000000,0.000000,0.216500,0.000000,0.000000,0.000000,1.000000,0.200000,1.000000,1.000000,1.000000,1.000000,1.510800,1.000000,1,"What is the recommended storage temperature for the product?","The recommended storage temperature is 0-5\u00b0C."
2.000000,82.500000,57.000000,0.008300,0.375700,0.333300,0.624300,0.000000,0.000000,0.000000,0.500000,0.000000,0.500000,1.000000,0.500000,0.500000,0.000000,0.000000,0.500000,0.500000,0.000000,2.000000,0.500000,0.500000,0.500000,1.000000,0.500000,0.500000,0.500000,0.000000,0.500000,4.000000,0.500000,0.220400,0.309600,0.000000,0.016700,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.510800,1.000000,0.500000,0.500000,1.000000,1.000000,0.500000,1.000000,0.500000,1.000000,1.000000,1.000000,1.000000,1.510800,1.000000,0,"What is the current number of employees?","The company has 10,000 employees."
2.000000,82.500000,55.000000,0.032900,0.601700,0.500000,0.398300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,2.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,0.333300,0.000000,0.000000,0.000000,0.032900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,1.000000,0.000000,2.000000,1.000000,0.000000,2.000000,2.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0,"What is the maximum allowed budget for travel expenses?","$2,000 per trip."
1.000000,84.500000,57.000000,0.016900,0.601700,0.500000,0.398300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,2.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,5.000000,0.200000,0.000000,0.000000,0.000000,0.016900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,2.000000,1.000000,0.000000,2.000000,2.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0,"What is the projected sales figure for Q2 2024?","$8 million."
3.000000,82.000000,54.000000,0.051900,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,5.000000,0.600000,0.165600,0.181300,0.000000,0.051900,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,3.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0,"What is the penalty for late submission of reports?","The penalty is a 10% reduction in pay."
0.000000,81.500000,55.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0,"What is the fee for the express shipping option?","$25."
3.000000,82.000000,56.000000,0.017200,0.632800,0.600000,0.367200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.381800,1.000000,0.000000,0.000000,0.618200,0.618200,0.000000,2.000000,0.000000,0.000000,0.618200,1.000000,0.618200,0.618200,0.618200,0.000000,0.618200,4.000000,0.750000,0.673700,0.767800,0.000000,0.027900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,1.000000,1.223100,1.000000,1.000000,0.381800,1.000000,1.000000,1.000000,1.000000,0.333300,1.000000,1.000000,1.235200,1.000000,1.510800,1.000000,0,"What is the expected inflation rate for 2024?","The expected inflation rate is 4%."
0.000000,85.000000,56.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0,"What is the maximum loan amount available for personal loans?","$50,000."
3.000000,85.500000,57.000000,0.016300,0.462600,0.500000,0.537400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.432900,1.000000,0.000000,0.000000,0.567100,0.567100,0.000000,2.000000,0.000000,1.000000,0.567100,1.000000,0.567100,0.567100,0.567100,0.000000,0.567100,5.000000,0.600000,0.127300,0.105500,0.000000,0.028700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,1.000000,1.510800,1.000000,1.000000,0.432900,0.000000,0.000000,0.000000,1.000000,0.333300,1.000000,1.000000,1.268400,1.000000,1.916300,1.000000,0,"What is the duration of the warranty on electronic devices?","The warranty lasts for 3 years."
3.000000,86.000000,57.000000,0.039300,0.816400,0.800000,0.183600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.666700,0.000000,0.000000,1.000000,1.000000,0.000000,2.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,5.000000,0.600000,0.473500,0.593400,0.000000,0.039300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0,"What is the current market share of the product?","The product has a market share of 18%."
4.000000,86.000000,54.000000,0.029000,0.639100,0.666700,0.360900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.304800,1.000000,0.000000,0.000000,0.695200,0.695200,0.000000,2.000000,0.000000,1.000000,0.695200,1.000000,0.695200,0.695200,0.695200,0.000000,0.695200,5.000000,0.800000,0.521400,0.582300,0.000000,0.041800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,1.000000,1.223100,1.000000,1.000000,0.304800,0.000000,0.000000,0.000000,1.000000,0.250000,1.000000,1.000000,1.235200,1.000000,1.510800,1.000000,0,"When is the next product launch scheduled?","The next product launch is on March 15, 2024."
4.000000,86.000000,55.000000,0.030700,0.593700,0.600000,0.406300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.291700,0.500000,0.000000,0.000000,0.708300,0.708300,0.000000,2.000000,0.000000,1.000000,0.708300,1.000000,0.708300,0.708300,0.708300,0.000000,0.708300,5.000000,0.800000,0.535900,0.604900,0.000000,0.043300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,1.000000,1.223100,1.000000,1.000000,0.291700,0.000000,0.000000,0.000000,1.000000,0.250000,1.000000,1.000000,1.235200,1.000000,1.510800,1.000000,0,"What is the maximum load capacity of the equipment?","The maximum load capacity is 2500 kg."
3.000000,83.500000,52.000000,0.019600,0.500000,0.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.375700,0.500000,0.000000,0.000000,0.624300,0.624300,0.000000,2.000000,0.000000,1.000000,0.624300,1.000000,0.624300,0.624300,0.624300,0.000000,0.624300,4.000000,0.750000,0.422800,0.457800,0.000000,0.031400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,1.000000,1.510800,1.000000,1.000000,0.375700,0.000000,0.000000,0.000000,1.000000,0.333300,1.000000,1.000000,1.000000,1.000000,1.510800,1.000000,0,"What is the warranty period for the product?","The warranty period is 2 years."
4.000000,82.500000,55.000000,0.056200,0.823600,0.800000,0.176400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,2.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,0.666700,0.425600,0.503800,0.000000,0.056200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0,"What is the average response time for customer support?","The average response time is 4 hours."
2.000000,83.500000,52.000000,0.004900,0.284800,0.333300,0.715200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.601700,0.500000,0.000000,0.000000,0.398300,0.398300,0.000000,2.000000,0.000000,0.000000,0.398300,1.000000,0.398300,0.398300,0.398300,0.000000,0.398300,5.000000,0.400000,0.319700,0.504300,0.000000,0.012400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,2.000000,1.000000,0.601700,2.000000,2.000000,1.000000,1.000000,0.500000,1.000000,1.000000,1.510800,1.000000,1.510800,1.000000,0,"What is the total number of employees in the company?","The company has 5,000 employees."
4.000000,82.000000,55.000000,0.033500,0.611800,0.600000,0.388200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.276300,0.500000,0.000000,0.000000,0.723700,0.723700,0.000000,2.000000,0.000000,0.000000,0.723700,1.000000,0.723700,0.723700,0.723700,0.000000,0.723700,4.000000,1.000000,0.673700,0.641500,0.000000,0.046400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,1.000000,1.510800,2.000000,1.000000,0.276300,2.000000,2.000000,1.000000,1.000000,0.250000,1.000000,1.000000,1.000000,1.000000,1.510800,1.000000,0,"What is the forecasted revenue for Q2?","The forecasted revenue for Q2 is $3 million."
4.000000,82.500000,53.000000,0.017700,0.698800,0.800000,0.301200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.357300,1.000000,0.000000,0.000000,0.642700,0.642700,0.000000,2.000000,0.000000,0.000000,0.642700,1.000000,0.642700,0.642700,0.642700,0.000000,0.642700,5.000000,0.800000,0.501400,0.457200,0.000000,0.027500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,1.000000,1.223100,1.000000,1.000000,0.357300,1.000000,1.000000,1.000000,1.000000,0.250000,1.000000,1.000000,1.566800,1.000000,1.916300,1.000000,0,"What is the effective interest rate on the loan?","The effective interest rate is 4.5%."
6.000000,83.000000,55.000000,0.004800,0.328200,0.285700,0.671800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.726400,0.000000,0.000000,0.000000,0.273600,0.273600,0.000000,2.000000,0.000000,1.000000,0.273600,1.000000,0.273600,0.273600,0.273600,0.000000,0.273600,5.000000,1.200000,0.338500,0.249700,0.000000,0.017600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,1.000000,2.733900,1.000000,1.000000,0.726400,0.000000,0.000000,0.000000,4.000000,0.666700,4.000000,1.000000,2.655400,4.000000,7.259700,4.000000,0,"What is the target demographic for the new campaign?","The target demographic is young professionals aged 25-35."
6.000000,84.000000,55.000000,0.027400,0.457500,0.500000,0.542500,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.412100,0.000000,0.000000,0.000000,0.587900,0.587900,0.000000,2.000000,0.000000,1.000000,0.587900,1.000000,0.587900,0.587900,0.587900,0.000000,0.587900,5.000000,1.200000,0.314000,0.218200,0.000000,0.046600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,3.021600,0.000000,0.000000,0.412100,0.000000,0.000000,0.000000,2.000000,0.333300,2.000000,1.000000,1.268400,2.000000,3.832600,2.000000,0,"What is the primary focus of the upcoming workshop?","The workshop will focus on advanced data analytics techniques."
4.000000,84.000000,55.000000,0.056100,0.816400,0.800000,0.183600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,2.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,5.000000,0.800000,0.501400,0.540300,0.000000,0.056100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0,"What is the size of the latest software update?","The latest software update is 250 MB."
3.000000,83.500000,55.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,0.600000,0.379600,0.444500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,3.000000,1.000000,3.000000,1.000000,4937900.000000,3.000000,4.937900,3.000000,0,"What is the primary language of the new software?","The primary language is Java."
4.000000,84.500000,54.000000,0.029600,0.456200,0.500000,0.543800,0.000000,0.000000,0.000000,1.000000,0.000000,0.500000,1.000000,0.343100,0.500000,0.000000,0.000000,0.656900,0.656900,0.000000,2.000000,1.000000,0.500000,0.656900,1.000000,0.656900,0.656900,0.656900,0.000000,0.656900,6.000000,0.666700,0.275000,0.284900,0.000000,0.045100,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,3.000000,1.000000,1.223100,1.000000,0.500000,0.343100,1.000000,1.000000,0.500000,1.000000,0.250000,1.000000,1.000000,1.566800,1.000000,1.916300,1.000000,0,"What is the average salary for software engineers at the company?","The average salary is $100,000 per year."
5.000000,84.500000,55.000000,0.008600,0.416300,0.500000,0.583700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.701500,1.000000,0.000000,0.000000,0.298500,0.298500,0.000000,2.000000,0.000000,0.000000,0.298500,1.000000,0.298500,0.298500,0.298500,0.000000,0.298500,5.000000,1.000000,0.326100,0.232400,0.000000,0.028800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,1.000000,2.446200,1.000000,1.000000,0.701500,1.000000,1.000000,1.000000,3.000000,0.600000,3.000000,1.000000,2.350100,3.000000,5.748900,3.000000,0,"What is the estimated growth rate for the industry?","The industry is expected to grow at a rate of 10% annually."
4.000000,82.500000,54.000000,0.002700,0.334300,0.400000,0.665700,0.000000,0.000000,0.000000,1.000000,0.000000,0.500000,1.000000,0.813700,0.000000,0.000000,0.000000,0.186300,0.186300,0.000000,2.000000,1.000000,1.000000,0.186300,1.000000,0.186300,0.186300,0.186300,0.000000,0.186300,5.000000,0.800000,0.356400,0.326800,0.000000,0.014600,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.223100,1.000000,0.500000,0.813700,0.000000,0.000000,0.000000,3.000000,0.750000,3.000000,1.000000,4.368700,3.000000,5.343400,3.000000,0,"What is the expected completion date for the project?","The project is expected to be completed by June 2024."
4.000000,85.000000,54.000000,0.010600,0.311200,0.400000,0.688800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.606500,0.500000,0.000000,0.000000,0.393500,0.393500,0.000000,2.000000,0.000000,0.000000,0.393500,1.000000,0.393500,0.393500,0.393500,0.000000,0.393500,4.000000,1.000000,0.660800,0.565500,0.000000,0.027000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,1.000000,2.223100,2.000000,1.000000,0.606500,2.000000,2.000000,1.000000,2.000000,0.500000,2.000000,1.000000,1.541600,2.000000,3.427100,2.000000,0,"What is the annual budget for marketing?","The annual budget for marketing is $1 million."
4.000000,84.500000,55.000000,0.031000,0.562100,0.600000,0.437900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.291700,0.666700,0.000000,0.000000,0.708300,0.708300,0.000000,2.000000,0.000000,1.000000,0.708300,1.000000,0.708300,0.708300,0.708300,0.000000,0.708300,5.000000,0.800000,0.356400,0.418900,0.000000,0.043800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,1.000000,1.223100,1.000000,1.000000,0.291700,0.000000,0.000000,0.000000,1.000000,0.250000,1.000000,1.000000,1.235200,1.000000,1.510800,1.000000,0,"What is the maximum speed of the new model?","The maximum speed is 150 km/h."
5.000000,85.500000,56.000000,0.041600,0.698800,0.800000,0.301200,0.000000,0.000000,0.000000,0.500000,0.000000,0.500000,1.000000,0.278800,1.000000,0.000000,0.000000,0.721200,0.721200,0.000000,2.000000,0.500000,0.500000,0.721200,1.000000,0.721200,0.721200,0.721200,0.000000,0.721200,5.000000,1.000000,0.473500,0.375900,0.000000,0.057700,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,4.000000,1.000000,1.510800,1.000000,0.500000,0.278800,1.000000,1.000000,0.500000,1.000000,0.200000,1.000000,1.000000,1.268400,1.000000,1.916300,1.000000,0,"What is the user satisfaction score for the product?","The user satisfaction score is 4.5 out of 5."
4.000000,85.000000,53.000000,0.006200,0.663800,0.666700,0.336200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.583500,0.333300,1.000000,0.668100,0.416500,0.416500,0.000000,2.000000,0.000000,1.000000,0.416500,1.000000,0.416500,0.416500,0.416500,0.000000,0.416500,6.000000,0.666700,0.425500,0.456800,0.000000,0.014800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,1.000000,2.446200,1.000000,1.000000,0.583500,0.000000,0.000000,0.000000,2.000000,0.500000,2.000000,1.000000,1.401000,2.000000,3.427100,2.000000,0,"What is the release date for the new version of the software?","The new version of the software will be released on May 1, 2024."
3.000000,85.000000,55.000000,0.002700,0.225900,0.333300,0.774100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.774100,1.000000,0.000000,0.000000,0.225900,0.225900,0.000000,2.000000,0.000000,0.000000,0.225900,1.000000,0.225900,0.225900,0.225900,0.000000,0.225900,4.000000,0.750000,0.422800,0.409500,0.000000,0.011800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.774100,1.000000,1.000000,1.000000,2.000000,0.666700,2.000000,1.000000,3.427100,2.000000,3.427100,2.000000,0,"What is the current version of the application?","The current version is 3.5."
5.000000,83.000000,54.000000,0.022800,0.639100,0.666700,0.360900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.482900,1.000000,0.000000,0.000000,0.517100,0.517100,0.000000,2.000000,0.000000,0.000000,0.517100,1.000000,0.517100,0.517100,0.517100,0.000000,0.517100,5.000000,1.000000,0.730000,0.648400,0.000000,0.044100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,1.000000,2.446200,1.000000,1.000000,0.482900,1.000000,1.000000,1.000000,2.000000,0.400000,2.000000,1.000000,1.401000,2.000000,3.427100,2.000000,0,"What is the environmental impact rating of the product?","The product has a 5-star environmental impact rating."
5.000000,86.500000,55.000000,0.039500,0.782800,0.833300,0.217200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.253600,1.000000,0.000000,0.000000,0.746400,0.746400,0.000000,2.000000,0.000000,1.000000,0.746400,1.000000,0.746400,0.746400,0.746400,0.000000,0.746400,5.000000,1.000000,0.711800,0.696900,0.000000,0.053000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,1.223100,1.000000,1.000000,0.253600,0.000000,0.000000,0.000000,1.000000,0.200000,1.000000,1.000000,1.235200,1.000000,1.510800,1.000000,0,"What is the average completion time for tasks?","The average task completion time is 30 minutes."
3.000000,84.500000,54.000000,0.042000,0.775100,0.750000,0.224900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,2.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,4.000000,0.750000,0.642700,0.721700,0.000000,0.042000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0,"What is the total budget for the project?","The total budget for the project is $500,000."
4.000000,84.000000,56.000000,0.055200,0.825600,0.800000,0.174400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,2.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,4.000000,1.000000,0.627100,0.543200,0.000000,0.055200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,0.000000,2.000000,1.000000,0.000000,2.000000,2.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0,"What is the annual revenue target?","The annual revenue target is $10 million."
5.000000,84.500000,55.000000,0.007300,0.432600,0.500000,0.567400,0.000000,0.000000,0.000000,0.500000,0.000000,0.500000,1.000000,0.721100,1.000000,0.000000,0.000000,0.278900,0.278900,0.000000,2.000000,0.500000,0.500000,0.278900,1.000000,0.278900,0.278900,0.278900,0.000000,0.278900,5.000000,1.000000,0.293800,0.195000,0.000000,0.026100,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,2.000000,1.000000,2.223100,1.000000,0.500000,0.721100,1.000000,1.000000,0.500000,3.000000,0.600000,3.000000,1.000000,2.586000,3.000000,5.748900,3.000000,0,"What is the maximum user capacity for the platform?","The platform can support up to 5,000 users simultaneously."
7.000000,84.500000,54.000000,0.011100,0.369600,0.428600,0.630400,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.659500,0.333300,0.000000,0.000000,0.340500,0.340500,0.000000,2.000000,0.000000,1.000000,0.340500,1.000000,0.340500,0.340500,0.340500,0.000000,0.340500,5.000000,1.400000,0.314000,0.188500,0.000000,0.032500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,1.000000,3.957000,0.000000,0.000000,0.659500,0.000000,0.000000,0.000000,4.000000,0.571400,4.000000,1.000000,1.937100,4.000000,7.665200,4.000000,0,"What are the new features included in the update?","The update includes enhanced security and a new user interface."
4.000000,85.000000,56.000000,0.013900,0.437800,0.400000,0.562200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.556300,0.500000,0.000000,0.000000,0.443700,0.443700,0.000000,2.000000,0.000000,1.000000,0.443700,1.000000,0.443700,0.443700,0.443700,0.000000,0.443700,6.000000,0.666700,0.273600,0.293100,0.000000,0.031400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,1.000000,2.733900,1.000000,1.000000,0.556300,0.000000,0.000000,0.000000,2.000000,0.500000,2.000000,1.000000,1.253600,2.000000,3.427100,2.000000,0,"What is the expected time frame for the project completion?","The project is expected to be completed in 6 months."
